# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Oct 25 00:15:47 2021
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,hostname,default_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2
HD 233604 b,HD 233604,1,4791.00,45.00,-45.00,0,10.90,0.60,-0.60,0,1.50,0.30,-0.30,0,847.0580000,26.5990000,-26.5990000
HD 233832 b,HD 233832,1,4981.00,31.00,-31.00,0,0.68,0.03,-0.03,0,0.71,0.02,-0.02,0,58.7420000,0.2626000,-0.2602000
HD 23472 b,HD 23472,1,,,,,0.73,0.01,-0.01,0,0.75,0.04,-0.03,0,39.0341000,0.0401000,-0.0400000
HD 23472 c,HD 23472,1,,,,,0.73,0.01,-0.01,0,0.75,0.04,-0.03,0,39.0341000,0.0401000,-0.0400000
HD 23596 b,HD 23596,1,6040.00,29.00,-29.00,0,1.53,0.03,-0.03,0,1.47,0.18,-0.18,0,52.0018000,0.1026000,-0.1022000
HD 238090 b,HD 238090,1,3933.00,51.00,-51.00,0,0.57,0.02,-0.02,0,0.58,0.02,-0.02,0,15.2354000,0.0062500,-0.0062500
HD 238914 b,HD 238914,1,4769.00,15.00,-15.00,0,12.73,3.89,-3.89,0,1.47,0.47,-0.47,0,519.4520000,8.2395000,-8.2395000
HD 240210 b,HD 240210,1,4297.00,25.00,-25.00,0,,,,,0.82,0.15,-0.15,0,372.4050000,4.8800000,-4.8800000
HD 240237 b,HD 240237,1,3926.00,100.00,-100.00,0,71.23,17.07,-17.07,0,8.76,4.21,-4.21,0,933.3770000,31.9885000,-31.9885000
HD 24040 b,HD 24040,1,5802.00,15.00,-15.00,0,1.30,0.02,-0.02,0,1.11,0.12,-0.12,0,46.6224000,0.1362000,-0.1355000
HD 24040 c,HD 24040,1,5776.49,84.58,-84.58,0,1.39,0.03,-0.03,0,1.10,0.05,-0.05,0,46.6224000,0.1362000,-0.1355000
HD 24064 b,HD 24064,1,4052.00,22.00,-22.00,0,40.00,4.20,-4.20,0,1.61,0.53,-0.53,0,300.2470000,1.9500000,-1.9260000
HD 24085 b,HD 24085,1,6034.00,32.00,-53.00,0,,,,,1.22,0.07,-0.07,0,54.9004000,0.0745000,-0.0743000
HD 25015 b,HD 25015,1,5160.00,63.00,-63.00,0,0.83,0.04,-0.04,0,0.86,0.05,-0.05,0,37.4330000,0.0689000,-0.0687000
HD 25171 b,HD 25171,1,6125.00,21.00,-21.00,0,1.23,0.04,-0.04,0,1.08,0.02,-0.02,0,55.6146000,0.0928000,-0.0925000
HD 26161 b,HD 26161,1,6057.62,87.60,-87.60,0,1.46,0.03,-0.03,0,1.13,0.05,-0.05,0,40.9128000,0.0764000,-0.0761000
HD 2638 b,HD 2638,1,5186.00,8.00,-8.00,0,0.94,0.03,-0.03,0,0.77,0.09,-0.09,0,54.9621000,0.1556000,-0.1547000
HD 2685 b,HD 2685,1,6801.00,76.00,-76.00,0,1.56,0.05,-0.05,0,1.43,0.05,-0.04,0,196.8520000,0.7770000,-0.7710000
HD 26965 b,HD 26965,1,5072.00,53.00,-53.00,0,0.87,0.17,-0.17,0,0.78,0.08,-0.08,0,5.0354500,0.0130600,-0.0130000
HD 27442 b,HD 27442,1,4846.00,44.00,-44.00,0,,,,,1.23,,,0,18.2704000,0.0545000,-0.0545000
HD 27631 b,HD 27631,1,5737.00,36.00,-36.00,0,0.92,0.03,-0.03,0,0.94,0.03,-0.03,0,50.2862000,0.0823000,-0.0821000
HD 27894 b,HD 27894,1,,,,,,,,,0.80,,,0,43.8214000,0.0593000,-0.0591000
HD 27894 c,HD 27894,1,,,,,,,,,0.80,,,0,43.8214000,0.0593000,-0.0591000
HD 27894 d,HD 27894,1,,,,,,,,,0.80,,,0,43.8214000,0.0593000,-0.0591000
HD 27969 b,HD 27969,1,5966.00,21.00,-21.00,0,1.27,0.10,-0.10,0,1.16,0.07,-0.07,0,67.9328000,0.3043000,-0.3018000
HD 28185 b,HD 28185,1,5662.00,11.00,-11.00,0,1.03,0.01,-0.01,0,1.02,0.06,-0.06,0,39.3809000,0.0637000,-0.0636000
HD 28254 b,HD 28254,1,5664.00,35.00,-35.00,0,1.48,0.06,-0.06,0,1.06,,,0,55.2884000,0.0936000,-0.0933000
HD 285507 b,HD 285507,1,4503.00,73.00,-73.00,0,0.69,0.02,-0.02,0,0.82,0.12,-0.12,0,45.0293000,0.2440000,-0.2414000
HD 285968 b,HD 285968,1,,,,,,,,,0.50,,,0,9.4704500,0.0063250,-0.0063250
HD 28678 b,HD 28678,1,4972.00,,,0,6.48,,,0,1.53,,,0,189.9080000,2.3275000,-2.3275000
HD 29021 b,HD 29021,1,5560.00,45.00,-45.00,0,0.85,0.09,-0.09,0,0.85,0.08,-0.08,0,30.9939000,0.0422000,-0.0421000
HD 290327 b,HD 290327,1,5505.00,63.00,-63.00,0,0.95,0.03,-0.03,0,0.84,0.20,-0.20,0,56.4330000,0.1483000,-0.1474000
HD 2952 b,HD 2952,1,4844.00,20.00,-20.00,0,10.76,0.58,-0.58,0,1.97,0.38,-0.38,0,110.1030000,0.6570000,-0.6490000
HD 30177 b,HD 30177,1,5607.00,47.00,-47.00,0,1.02,0.03,-0.03,0,1.05,0.02,-0.02,0,55.5867000,0.1270000,-0.1264000
HD 30177 c,HD 30177,1,5580.00,12.00,-12.00,0,,,,,0.99,0.03,-0.03,0,55.5867000,0.1270000,-0.1264000
HD 30562 b,HD 30562,1,5882.00,10.00,-10.00,0,1.61,0.03,-0.03,0,1.12,0.07,-0.07,0,26.1597000,0.0564000,-0.0563000
HD 30669 b,HD 30669,1,5400.00,74.00,-74.00,0,0.91,0.04,-0.04,0,0.92,0.03,-0.03,0,58.0844000,0.0878000,-0.0876000
HD 30856 b,HD 30856,1,4895.00,,,0,4.40,,,0,1.17,,,0,131.1990000,0.5490000,-0.5490000
HD 31253 b,HD 31253,1,6130.00,22.00,-22.00,0,1.75,0.04,-0.04,0,1.70,0.25,-0.25,0,58.1438000,0.1507000,-0.1498000
HD 31527 b,HD 31527,1,5898.00,13.00,-13.00,0,,,,,0.96,,,0,38.4473000,0.0408000,-0.0408000
HD 31527 c,HD 31527,1,5898.00,13.00,-13.00,0,,,,,0.96,,,0,38.4473000,0.0408000,-0.0408000
HD 31527 d,HD 31527,1,5898.00,13.00,-13.00,0,,,,,0.96,,,0,38.4473000,0.0408000,-0.0408000
HD 3167 b,HD 3167,1,5528.00,162.00,-162.00,0,0.87,0.01,-0.01,0,0.94,0.04,-0.04,0,47.2899000,0.1485000,-0.1475000
HD 3167 c,HD 3167,1,5528.00,162.00,-162.00,0,0.87,0.01,-0.01,0,0.94,0.04,-0.04,0,47.2899000,0.1485000,-0.1475000
HD 3167 d,HD 3167,1,5261.00,60.00,-60.00,0,0.86,0.04,-0.04,0,0.86,0.03,-0.03,0,47.2899000,0.1485000,-0.1475000
HD 32518 b,HD 32518,1,4580.00,70.00,-70.00,0,10.22,0.87,-0.87,0,1.13,0.18,-0.18,0,122.1150000,0.3060000,-0.3060000
HD 32963 b,HD 32963,1,5727.00,32.00,-32.00,0,,,,,0.94,,,0,38.0786000,0.1009000,-0.1003000
HD 330075 b,HD 330075,1,5000.00,21.00,-21.00,0,0.84,0.01,-0.01,0,0.47,0.04,-0.04,0,45.2989000,0.0918000,-0.0913000
HD 331093 b,HD 331093,1,5544.00,33.00,-33.00,0,,,,,1.03,0.08,-0.08,0,50.1928000,0.0920000,-0.0916000
HD 33142 b,HD 33142,1,4978.00,,,0,4.45,,,0,1.41,,,0,121.3750000,0.5845000,-0.5845000
HD 33142 c,HD 33142,1,,,,,,,,,1.62,0.09,-0.09,0,121.3750000,0.5845000,-0.5845000
HD 332231 b,HD 332231,1,6089.00,97.00,-96.00,0,1.28,0.04,-0.04,0,1.13,0.08,-0.08,0,80.6665000,0.1917000,-0.1908000
HD 33283 b,HD 33283,1,5935.00,,,0,1.97,0.13,-0.13,0,1.38,0.24,-0.24,0,89.8623000,0.2335000,-0.2324000
HD 33564 b,HD 33564,1,6250.00,,,0,,,,,1.25,0.03,-0.04,0,20.9531000,0.0746000,-0.0740000
HD 33844 b,HD 33844,1,4861.00,100.00,-100.00,0,5.39,0.28,-0.28,0,1.84,0.39,-0.39,0,105.7790000,0.3830000,-0.3800000
HD 33844 c,HD 33844,1,4861.00,100.00,-100.00,0,5.29,0.41,-0.41,0,1.78,0.18,-0.18,0,105.7790000,0.3830000,-0.3800000
HD 34445 b,HD 34445,1,5879.00,16.00,-16.00,0,1.38,0.02,-0.02,0,1.14,0.09,-0.09,0,46.0907000,0.0996000,-0.0991000
HD 34445 c,HD 34445,1,5836.00,44.00,-44.00,0,1.38,0.08,-0.08,0,1.07,0.02,-0.02,0,46.0907000,0.0996000,-0.0991000
HD 34445 d,HD 34445,1,5836.00,44.00,-44.00,0,1.38,0.08,-0.08,0,1.07,0.02,-0.02,0,46.0907000,0.0996000,-0.0991000
HD 34445 e,HD 34445,1,5836.00,44.00,-44.00,0,1.38,0.08,-0.08,0,1.07,0.02,-0.02,0,46.0907000,0.0996000,-0.0991000
HD 34445 f,HD 34445,1,5836.00,44.00,-44.00,0,1.38,0.08,-0.08,0,1.07,0.02,-0.02,0,46.0907000,0.0996000,-0.0991000
HD 34445 g,HD 34445,1,5836.00,44.00,-44.00,0,1.38,0.08,-0.08,0,1.07,0.02,-0.02,0,46.0907000,0.0996000,-0.0991000
HD 35759 b,HD 35759,1,6060.00,30.00,-30.00,0,,,,,1.15,0.08,-0.08,0,71.2423000,0.2125000,-0.2113000
HD 3651 b,HD 3651,1,5221.00,,,0,,,,,0.80,,,0,11.1336000,0.0073000,-0.0072000
HD 37124 b,HD 37124,1,,,,,,,,,0.85,,,0,31.6634000,0.0760000,-0.0757000
HD 37124 c,HD 37124,1,,,,,,,,,0.85,,,0,31.6634000,0.0760000,-0.0757000
HD 37124 d,HD 37124,1,,,,,,,,,0.85,,,0,31.6634000,0.0760000,-0.0757000
HD 37605 b,HD 37605,1,5329.00,,,0,0.91,0.05,-0.05,0,0.94,0.15,-0.15,0,46.7864000,0.1143000,-0.1137000
HD 37605 c,HD 37605,1,5329.00,,,0,0.91,0.05,-0.05,0,0.94,0.15,-0.15,0,46.7864000,0.1143000,-0.1137000
HD 3765 b,HD 3765,1,5049.80,64.88,-64.88,0,0.83,0.02,-0.02,0,0.85,0.03,-0.03,0,17.9260000,0.0325000,-0.0324000
HD 38283 b,HD 38283,1,5981.00,12.00,-12.00,0,1.49,0.01,-0.01,0,1.37,0.07,-0.07,0,38.0615000,0.0366000,-0.0365000
HD 38529 b,HD 38529,1,5541.00,,,0,2.56,,,0,1.41,,,0,42.3538000,0.1060500,-0.1060500
HD 38529 c,HD 38529,1,5541.00,,,0,2.56,,,0,1.41,,,0,42.3538000,0.1060500,-0.1060500
HD 38801 b,HD 38801,1,5338.00,59.00,-59.00,0,2.03,0.29,-0.29,0,1.21,0.11,-0.11,0,91.4349000,0.3468000,-0.3468000
HD 39091 b,HD 39091,1,6037.00,45.00,-45.00,0,1.10,0.02,-0.02,0,1.09,0.04,-0.04,0,18.2702000,0.0226000,-0.0226000
HD 39855 b,HD 39855,1,5576.00,50.00,-46.00,0,,,,,0.87,0.05,-0.05,0,23.2599000,0.0188000,-0.0189000
HD 40307 b,HD 40307,1,4956.00,50.00,-50.00,0,,,,,0.77,0.05,-0.05,0,12.9363000,0.0047000,-0.0046000
HD 40307 c,HD 40307,1,4956.00,50.00,-50.00,0,,,,,0.77,0.05,-0.05,0,12.9363000,0.0047000,-0.0046000
HD 40307 d,HD 40307,1,4956.00,50.00,-50.00,0,,,,,0.77,0.05,-0.05,0,12.9363000,0.0047000,-0.0046000
HD 40307 f,HD 40307,1,4956.00,50.00,-50.00,0,,,,,0.77,0.05,-0.05,0,12.9363000,0.0047000,-0.0046000
HD 40307 g,HD 40307,1,4956.00,50.00,-50.00,0,,,,,0.77,0.05,-0.05,0,12.9363000,0.0047000,-0.0046000
HD 40956 b,HD 40956,1,4869.00,28.00,-28.00,0,8.56,0.33,-0.33,0,2.00,0.08,-0.08,0,116.5930000,0.4210000,-0.4170000
HD 40979 b,HD 40979,1,6165.00,25.00,-25.00,0,1.21,0.02,-0.02,0,1.45,0.15,-0.15,0,34.0883000,0.0427000,-0.0426000
HD 41004 A b,HD 41004 A,1,,,,,,,,,,,,,36.6911700,,
HD 41004 B b,HD 41004 B,1,,,,,,,,,0.40,,,0,41.5504000,0.4635000,-0.4535000
HD 4113 b,HD 4113,1,5688.00,26.00,-26.00,0,,,,,0.99,,,0,41.8727000,0.0949000,-0.0944000
HD 42012 b,HD 42012,1,5405.00,45.00,-45.00,0,0.82,0.08,-0.08,0,0.83,0.08,-0.08,0,36.7984000,0.0932000,-0.0927000
HD 4203 b,HD 4203,1,5596.00,20.00,-20.00,0,1.42,0.05,-0.05,0,1.25,0.16,-0.16,0,81.3795000,0.3608000,-0.3577000
HD 4203 c,HD 4203,1,5582.00,133.18,-87.00,0,1.50,0.06,-0.08,0,0.99,0.12,-0.13,0,81.3795000,0.3608000,-0.3577000
HD 4208 b,HD 4208,1,5717.00,33.00,-33.00,0,0.85,0.03,-0.03,0,0.88,0.02,-0.02,0,34.1937000,0.0681000,-0.0678000
HD 42618 b,HD 42618,1,5727.00,60.00,-60.00,0,1.00,0.09,-0.09,0,1.01,0.06,-0.06,0,24.3358000,0.0249000,-0.0247000
HD 4308 b,HD 4308,1,5686.00,16.00,-16.00,0,1.02,0.01,-0.01,0,0.93,0.10,-0.10,0,22.0158000,0.0107000,-0.0107000
HD 4313 b,HD 4313,1,4943.00,,,0,5.14,,,0,1.63,,,0,136.3080000,1.6455000,-1.6455000
HD 43197 b,HD 43197,1,5508.00,46.00,-46.00,0,1.00,0.01,-0.01,0,0.96,,,0,62.4112000,0.0918000,-0.0915000
HD 43691 b,HD 43691,1,6093.00,,,0,1.60,0.11,-0.11,0,1.32,0.25,-0.25,0,85.6009000,0.3684000,-0.3652000
HD 44219 b,HD 44219,1,5752.00,16.00,-16.00,0,1.32,0.07,-0.07,0,1.00,,,0,52.9051000,0.1804000,-0.1792000
HD 45184 b,HD 45184,1,5869.00,14.00,-14.00,0,,,,,1.03,,,0,21.9532000,0.0156000,-0.0155000
HD 45184 c,HD 45184,1,5869.00,14.00,-14.00,0,,,,,1.03,,,0,21.9532000,0.0156000,-0.0155000
HD 45350 b,HD 45350,1,5566.00,158.59,-132.98,0,1.26,0.10,-0.05,0,0.98,0.11,-0.16,0,46.8733000,0.1680000,-0.1668000
HD 45364 b,HD 45364,1,5434.00,20.00,-20.00,0,,,,,0.82,0.05,-0.05,0,34.3540000,0.0376000,-0.0375000
HD 45364 c,HD 45364,1,5434.00,20.00,-20.00,0,,,,,0.82,0.05,-0.05,0,34.3540000,0.0376000,-0.0375000
HD 45652 b,HD 45652,1,5294.00,,,0,0.94,0.04,-0.04,0,0.92,0.13,-0.13,0,34.8541000,0.0676000,-0.0673000
HD 46375 b,HD 46375,1,5285.00,,,0,,,,,0.92,,,0,29.5529000,0.0383000,-0.0383000
HD 47186 b,HD 47186,1,5657.00,9.00,-9.00,0,1.08,0.01,-0.01,0,0.96,0.05,-0.05,0,37.4574000,0.0463000,-0.0461000
HD 47186 c,HD 47186,1,,,,,,,,,,,,,37.4574000,0.0463000,-0.0461000
HD 4732 b,HD 4732,1,4959.00,25.00,-25.00,0,5.40,0.40,-0.40,0,1.74,0.20,-0.14,0,54.7841000,0.1708000,-0.1708000
HD 4732 c,HD 4732,1,4959.00,25.00,-25.00,0,5.40,0.40,-0.40,0,1.74,0.20,-0.14,0,54.7841000,0.1708000,-0.1708000
HD 47366 b,HD 47366,1,4914.00,100.00,-100.00,0,6.20,0.60,-0.60,0,2.19,0.25,-0.25,0,84.3552000,0.4560000,-0.4560000
HD 47366 c,HD 47366,1,4914.00,100.00,-100.00,0,6.20,0.60,-0.60,0,2.19,0.25,-0.25,0,84.3552000,0.4560000,-0.4560000
HD 47536 b,HD 47536,1,4380.00,,,0,23.47,1.97,-1.97,0,2.10,0.95,-0.95,0,122.5360000,1.3035000,-1.3035000
HD 4760 b,HD 4760,1,4076.00,15.00,-15.00,0,42.40,9.20,-9.20,0,1.05,0.19,-0.19,0,537.8730000,20.1550000,-20.1550000
HD 48265 b,HD 48265,1,5733.00,55.00,-55.00,0,1.90,0.13,-0.13,0,1.31,0.06,-0.06,0,90.5446000,0.2702000,-0.2687000
HD 4917 b,HD 4917,1,4802.00,,,0,5.01,,,0,1.32,,,0,204.2770000,2.4745000,-2.4745000
HD 49674 b,HD 49674,1,5602.00,21.00,-21.00,0,1.02,0.01,-0.01,0,1.03,0.11,-0.11,0,43.0399000,0.0769000,-0.0766000
HD 50499 b,HD 50499,1,6102.00,54.00,-54.00,0,1.35,0.05,-0.05,0,1.25,0.02,-0.02,0,46.2845000,0.0557000,-0.0555000
HD 50499 c,HD 50499,1,6099.00,43.00,-43.00,0,1.42,0.02,-0.02,0,1.31,0.07,-0.07,0,46.2845000,0.0557000,-0.0555000
HD 50554 b,HD 50554,1,5987.00,70.00,-70.00,0,1.02,0.02,-0.02,0,1.04,0.01,-0.01,0,31.1664000,0.0556000,-0.0554000
HD 51608 b,HD 51608,1,5358.00,22.00,-22.00,0,,,,,0.80,,,0,35.0553000,0.0333000,-0.0331000
HD 51608 c,HD 51608,1,5358.00,22.00,-22.00,0,,,,,0.80,,,0,35.0553000,0.0333000,-0.0331000
HD 52265 b,HD 52265,1,6136.00,,,0,,,,,1.20,,,0,29.9803000,0.0424000,-0.0423000
HD 5278 b,HD 5278,1,6203.00,64.00,-64.00,0,1.19,0.02,-0.02,0,1.13,0.04,-0.04,0,57.5846000,0.0947000,-0.0943000
HD 5278 c,HD 5278,1,6203.00,64.00,-64.00,0,1.19,0.02,-0.02,0,1.13,0.04,-0.04,0,57.5846000,0.0947000,-0.0943000
HD 5319 b,HD 5319,1,4871.00,,,0,4.06,,,0,1.27,,,0,121.4050000,0.7075000,-0.7075000
HD 5319 c,HD 5319,1,4871.00,,,0,4.06,,,0,1.27,,,0,121.4050000,0.7075000,-0.7075000
HD 55696 b,HD 55696,1,6012.00,,,0,1.52,0.07,-0.07,0,1.29,0.20,-0.20,0,77.9693000,0.1836000,-0.1827000
HD 5583 b,HD 5583,1,4830.00,45.00,-45.00,0,9.09,1.50,-1.50,0,1.01,0.10,-0.10,0,219.2160000,3.4830000,-3.3780000
HD 5608 b,HD 5608,1,4877.00,,,0,5.14,,,0,1.53,,,0,58.1105000,0.2209000,-0.2209000
HD 564 b,HD 564,1,5902.00,61.00,-61.00,0,1.01,0.05,-0.05,0,0.96,0.05,-0.05,0,51.1659000,0.0941000,-0.0937000
HD 5891 b,HD 5891,1,4673.00,123.00,-123.00,0,10.64,0.99,-0.99,0,1.93,0.54,-0.54,0,283.5020000,4.8630000,-4.8630000
HD 59686 A b,HD 59686 A,1,4658.00,24.00,-24.00,0,13.20,0.30,-0.30,0,1.90,0.20,-0.20,0,89.2721000,0.7315500,-0.7315500
HD 60292 b,HD 60292,1,4348.00,28.00,-28.00,0,27.00,1.50,-1.50,0,1.70,0.20,-0.20,0,315.2110000,3.1480000,-3.0870000
HD 60532 b,HD 60532,1,6245.00,80.00,-80.00,0,2.57,0.12,-0.12,0,1.50,0.09,-0.09,0,25.9716000,0.1577000,-0.1558000
HD 60532 c,HD 60532,1,6245.00,80.00,-80.00,0,2.57,0.12,-0.12,0,1.50,0.09,-0.09,0,25.9716000,0.1577000,-0.1558000
HD 62509 b,HD 62509,1,4892.63,10.22,-10.22,0,,,,,,,,,,,
HD 63433 b,HD 63433,1,5640.00,74.00,-74.00,0,0.91,0.03,-0.03,0,0.99,0.03,-0.03,0,22.4035000,0.0225000,-0.0225000
HD 63433 c,HD 63433,1,5640.00,74.00,-74.00,0,0.91,0.03,-0.03,0,0.99,0.03,-0.03,0,22.4035000,0.0225000,-0.0225000
HD 63454 b,HD 63454,1,4812.00,28.00,-28.00,0,0.77,0.01,-0.01,0,0.42,0.03,-0.03,0,37.6894000,0.0280000,-0.0280000
HD 63765 b,HD 63765,1,5449.00,11.00,-11.00,0,0.83,0.01,-0.01,0,0.65,0.01,-0.01,0,32.5376000,0.0328000,-0.0328000
HD 63935 b,HD 63935,1,5534.00,100.00,-100.00,0,0.96,0.04,-0.04,0,0.93,0.05,-0.05,0,48.9739000,0.1057000,-0.1053000
HD 63935 c,HD 63935,1,5534.00,100.00,-100.00,0,0.96,0.04,-0.04,0,0.93,0.05,-0.05,0,48.9739000,0.1057000,-0.1053000
HD 64114 b,HD 64114,1,5676.00,32.00,-87.00,0,,,,,0.95,0.05,-0.05,0,31.5262000,0.0410000,-0.0409000
HD 6434 b,HD 6434,1,5769.00,14.00,-14.00,0,1.12,0.01,-0.01,0,1.10,0.13,-0.13,0,42.3580000,0.0756000,-0.0752000
HD 65216 b,HD 65216,1,5612.00,,,0,,,,,0.87,,,0,35.1205000,0.0395000,-0.0394000
HD 65216 c,HD 65216,1,5612.00,,,0,,,,,0.87,,,0,35.1205000,0.0395000,-0.0394000
HD 66141 b,HD 66141,1,4323.00,15.00,-15.00,0,21.40,0.60,-0.60,0,1.10,0.10,-0.10,0,68.1509000,2.1134500,-2.1134500
HD 66428 b,HD 66428,1,5773.00,23.00,-23.00,0,1.10,0.06,-0.06,0,1.08,0.02,-0.02,0,53.2817000,0.2180000,-0.2162000
HD 66428 c,HD 66428,1,5647.60,94.33,-94.33,0,1.17,0.03,-0.03,0,1.05,0.04,-0.04,0,53.2817000,0.2180000,-0.2162000
HD 67087 b,HD 67087,1,6330.00,47.00,-47.00,0,1.55,0.32,-0.32,0,1.36,0.04,-0.04,0,76.5217000,0.3315000,-0.3287000
HD 67087 c,HD 67087,1,6330.00,47.00,-47.00,0,1.55,0.32,-0.32,0,1.36,0.04,-0.04,0,76.5217000,0.3315000,-0.3287000
HD 6718 b,HD 6718,1,5801.00,41.00,-41.00,0,0.95,0.02,-0.02,0,1.08,0.21,-0.21,0,51.3444000,0.1393000,-0.1385000
HD 68402 b,HD 68402,1,5950.00,100.00,-100.00,0,1.02,0.05,-0.05,0,1.12,0.05,-0.05,0,78.4293000,0.0963000,-0.0962000
HD 68988 b,HD 68988,1,5932.00,23.00,-23.00,0,1.19,0.02,-0.02,0,1.28,0.09,-0.09,0,60.8447000,0.1918000,-0.1906000
HD 68988 c,HD 68988,1,5883.41,103.85,-103.85,0,1.26,0.03,-0.03,0,1.17,0.05,-0.05,0,60.8447000,0.1918000,-0.1906000
HD 69830 b,HD 69830,1,5385.00,20.00,-20.00,0,,,,,0.86,0.03,-0.03,0,12.5591000,0.0097000,-0.0096000
HD 69830 c,HD 69830,1,5385.00,20.00,-20.00,0,,,,,0.86,0.03,-0.03,0,12.5591000,0.0097000,-0.0096000
HD 69830 d,HD 69830,1,5385.00,20.00,-20.00,0,,,,,0.86,0.03,-0.03,0,12.5591000,0.0097000,-0.0096000
HD 70573 b,HD 70573,1,5737.00,70.00,-70.00,0,,,,,1.00,0.10,-0.10,0,59.1820000,0.1565000,-0.1558000
HD 70642 b,HD 70642,1,5732.00,23.00,-23.00,0,0.98,0.02,-0.02,0,1.08,0.01,-0.01,0,29.2760000,0.0276000,-0.0275000
HD 7199 b,HD 7199,1,5371.00,28.00,-28.00,0,0.97,0.02,-0.02,0,0.77,0.09,-0.09,0,36.1531000,0.0364000,-0.0364000
HD 72490 b,HD 72490,1,4934.00,,,0,4.96,,,0,1.21,,,0,126.3390000,1.0915000,-1.0915000
HD 72659 b,HD 72659,1,5932.00,19.00,-19.00,0,1.46,0.02,-0.02,0,1.43,0.11,-0.11,0,51.8949000,0.1451000,-0.1442000
HD 72892 b,HD 72892,1,5688.00,100.00,-100.00,0,1.22,0.06,-0.06,0,1.02,0.05,-0.05,0,69.7311000,0.1871000,-0.1862000
HD 73267 b,HD 73267,1,5387.00,10.00,-10.00,0,0.91,0.03,-0.03,0,0.90,0.02,-0.02,0,50.4093000,0.0729000,-0.0726000
HD 73526 b,HD 73526,1,5601.00,24.00,-24.00,0,1.53,0.03,-0.03,0,1.14,0.15,-0.15,0,97.2396000,0.3235000,-0.3214000
HD 73526 c,HD 73526,1,,,,,,,,,1.01,0.05,-0.05,0,97.2396000,0.3235000,-0.3214000
HD 73534 b,HD 73534,1,4917.00,,,0,2.58,,,0,1.16,,,0,83.3321000,0.3702000,-0.3702000
HD 74156 b,HD 74156,1,6068.00,44.00,-44.00,0,,,,,1.24,0.04,-0.04,0,57.6030000,0.1613000,-0.1604000
HD 74156 c,HD 74156,1,6068.00,44.00,-44.00,0,,,,,1.24,0.04,-0.04,0,57.6030000,0.1613000,-0.1604000
HD 7449 b,HD 7449,1,6024.00,,,0,,,,,1.05,,,0,38.6620000,0.0650000,-0.0648000
HD 75289 b,HD 75289,1,6117.00,16.00,-16.00,0,1.23,0.02,-0.02,0,1.29,0.10,-0.10,0,29.1158000,0.0240000,-0.0240000
HD 75784 b,HD 75784,1,4867.00,,,0,3.40,,,0,1.26,,,0,85.4321000,0.5255500,-0.5255500
HD 75784 c,HD 75784,1,4867.00,,,0,3.40,,,0,1.26,,,0,85.4321000,0.5255500,-0.5255500
HD 75898 b,HD 75898,1,5963.00,,,0,1.58,0.11,-0.11,0,1.26,0.23,-0.23,0,78.0505000,0.3040000,-0.3016000
HD 76700 b,HD 76700,1,5644.00,33.00,-33.00,0,1.37,0.03,-0.03,0,0.99,0.17,-0.17,0,60.8831000,0.1175000,-0.1171000
HD 76920 b,HD 76920,1,4698.00,100.00,-100.00,0,7.47,0.60,-0.60,0,1.17,0.20,-0.20,0,184.0310000,1.0270000,-1.0170000
HD 77338 b,HD 77338,1,5341.00,31.00,-31.00,0,0.97,0.02,-0.02,0,1.37,0.32,-0.32,0,45.9350000,0.0753000,-0.0751000
HD 7924 b,HD 7924,1,5131.00,14.00,-14.00,0,0.78,0.01,-0.01,0,0.65,0.05,-0.05,0,16.9922000,0.0072000,-0.0072000
HD 7924 c,HD 7924,1,5075.00,83.00,-83.00,0,0.78,0.03,-0.03,0,0.83,0.02,-0.04,0,16.9922000,0.0072000,-0.0072000
HD 7924 d,HD 7924,1,5075.00,83.00,-83.00,0,0.78,0.03,-0.03,0,0.83,0.02,-0.04,0,16.9922000,0.0072000,-0.0072000
HD 79498 b,HD 79498,1,5748.00,,,0,1.05,0.04,-0.04,0,1.08,0.15,-0.15,0,48.9489000,0.1776000,-0.1763000
